planned_stops,planned_miles,planned_cases,planned_weight_lbs,planned_duration_min,is_monday,is_month_end,holiday_week_flag,warehouse_load_delay_min,picker_shortage_flag,load_complexity_score,start_delay_min,driver_tenure_days,driver_route_familiarity,driver_avg_delay_rate,retail_stop_pct,restaurant_stop_pct,weather_severity,traffic_index,cases_per_stop,miles_per_stop,weight_per_case,is_new_driver,high_complexity_route,load_delay_over_30,is_high_traffic,restaurant_heavy,complexity_index,window_pressure_ord,start_delay_bucket,dc_DC_CHICAGO,dc_DC_DALLAS,dc_DC_DENVER,dc_DC_NEWARK,dc_DC_PHOENIX,region_Mountain,region_Northeast,region_Southeast,region_Southwest,route_type_suburban,route_type_urban,vehicle_type_tractor_trailer,vehicle_type_van,day_of_week_Mon,day_of_week_Thu,day_of_week_Tue,day_of_week_Wed,is_delayed
16,227,707,20880,569,0,1,0,13,0,2.9,0,1396,1,0.177,0.78,0.02,1,53,44.1875,14.1875,29.53323903818953,0,0,0,0,0,8.48,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
13,183,461,14119,407,0,1,0,17,0,3.5,5,1332,1,0.201,0.16,0.41,0,56,35.46153846153846,14.076923076923077,30.626898047722342,0,0,0,0,0,7.28,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0
20,90,764,22793,421,0,1,0,15,0,5.1,22,942,1,0.417,0.67,0.19,0,69,38.2,4.5,29.833769633507853,0,0,0,0,0,13.8,0,1,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,0
4,207,170,5273,292,0,1,0,44,0,8.9,14,498,0,0.279,0.31,0.5,4,58,42.5,51.75,31.01764705882353,0,0,1,0,0,2.32,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
17,76,732,13632,328,0,1,0,40,0,5.5,2,1244,1,0.212,0.53,0.39,1,33,43.05882352941177,4.470588235294118,18.62295081967213,0,0,1,0,0,5.61,0,0,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,0
22,95,904,26169,472,0,1,0,22,0,3.2,36,195,1,0.142,0.44,0.42,1,58,41.09090909090909,4.318181818181818,28.94800884955752,0,0,0,0,0,12.76,1,2,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,0
21,31,772,18562,338,0,1,0,44,0,4.8,41,667,1,0.098,0.42,0.56,3,40,36.76190476190476,1.4761904761904763,24.0440414507772,0,0,1,0,1,8.4,0,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0
26,20,1138,40081,348,0,1,0,37,0,5.4,47,493,0,0.252,0.18,0.56,2,52,43.76923076923077,0.7692307692307693,35.22056239015817,0,1,1,0,1,13.52,2,2,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,1
23,20,685,16973,347,0,1,0,24,0,5.5,22,170,1,0.133,0.62,0.0,0,43,29.782608695652176,0.8695652173913043,24.778102189781023,0,0,0,0,0,9.89,0,1,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,0
26,44,1238,29625,447,0,1,0,23,0,5.3,19,391,0,0.193,0.32,0.63,1,69,47.61538461538461,1.6923076923076923,23.9297253634895,0,1,0,0,1,17.94,1,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,0
15,186,271,7312,501,0,1,0,34,0,5.0,20,397,1,0.122,0.65,0.0,2,49,18.066666666666666,12.4,26.981549815498155,0,0,1,0,0,7.35,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
24,45,760,17868,376,0,1,0,26,0,9.8,2,239,1,0.184,0.27,0.54,2,91,31.666666666666668,1.875,23.510526315789473,0,0,0,1,1,21.84,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,0
22,145,714,18602,520,0,1,0,16,0,5.5,15,1557,1,0.164,0.5,0.46,2,52,32.45454545454545,6.590909090909091,26.053221288515406,0,0,0,0,0,11.44,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0
25,32,757,22533,416,0,1,0,22,0,3.8,0,775,1,0.01,0.92,0.0,0,54,30.28,1.28,29.766182298546894,0,0,0,0,0,13.5,0,0,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,0
31,98,1577,26606,584,0,1,1,23,0,6.7,11,825,1,0.347,0.37,0.58,1,66,50.87096774193548,3.161290322580645,16.871274571972098,0,1,0,0,1,20.46,2,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,1
18,126,472,11304,463,0,1,0,14,0,4.4,15,220,0,0.074,0.87,0.05,0,94,26.22222222222222,7.0,23.949152542372882,0,0,0,1,0,16.92,1,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,0
26,51,991,28503,441,0,1,0,64,0,5.1,27,935,0,0.209,0.35,0.46,0,55,38.11538461538461,1.9615384615384615,28.76185671039354,0,1,1,0,0,14.3,1,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,0
16,112,513,12311,418,0,1,0,48,1,4.7,10,122,1,0.181,0.52,0.0,1,31,32.0625,7.0,23.99805068226121,0,0,1,0,0,4.96,2,0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,1
11,211,358,11926,411,0,1,0,25,0,6.2,31,324,1,0.124,0.23,0.47,2,77,32.54545454545455,19.181818181818183,33.312849162011176,0,0,0,1,0,8.47,1,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1
11,161,277,8485,344,0,1,0,12,0,1.0,9,1179,1,0.179,0.15,0.5,0,75,25.181818181818183,14.636363636363637,30.63176895306859,0,0,0,1,0,8.25,2,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
26,35,871,24798,411,0,1,0,32,0,5.7,18,176,0,0.253,0.24,0.74,2,77,33.5,1.3461538461538463,28.4707233065442,0,1,1,1,1,20.02,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
22,97,1295,38704,425,0,1,0,13,0,4.9,23,1072,1,0.22,0.02,0.73,2,79,58.86363636363637,4.409090909090909,29.887258687258687,0,0,0,1,1,17.38,2,1,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,0
17,143,594,17138,419,0,1,0,15,0,1.0,23,214,0,0.138,0.53,0.14,1,79,34.94117647058823,8.411764705882353,28.85185185185185,0,0,0,1,0,13.43,2,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0
25,142,736,20349,539,0,1,0,27,0,4.0,9,625,1,0.185,0.25,0.54,1,64,29.44,5.68,27.648097826086957,0,0,0,0,1,16.0,1,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0
24,91,994,26751,419,0,1,0,35,0,4.3,25,2698,1,0.102,0.35,0.56,2,36,41.416666666666664,3.7916666666666665,26.91247484909457,0,0,1,0,1,8.64,0,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,1
4,188,199,4251,328,0,1,0,19,0,6.8,0,200,0,0.29,0.54,0.0,1,52,49.75,47.0,21.36180904522613,0,0,0,0,0,2.08,2,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,0
26,93,928,23047,491,0,1,0,17,0,5.3,3,333,0,0.213,0.14,0.77,3,64,35.69230769230769,3.576923076923077,24.83512931034483,0,1,0,0,1,16.64,1,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
18,61,588,18683,303,0,1,0,22,0,4.7,15,1490,1,0.244,0.58,0.23,0,86,32.666666666666664,3.388888888888889,31.773809523809526,0,0,0,1,0,15.48,2,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0
8,199,407,13840,408,0,1,0,45,0,6.5,14,658,1,0.152,0.28,0.46,0,61,50.875,24.875,34.004914004914006,0,0,1,0,0,4.88,1,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0
13,148,515,12234,361,0,1,0,28,0,9.1,35,879,1,0.054,0.66,0.33,1,76,39.61538461538461,11.384615384615385,23.755339805825244,0,0,0,1,0,9.88,1,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,1
13,151,467,14528,395,0,1,0,13,0,6.9,10,866,1,0.26,0.52,0.43,0,59,35.92307692307692,11.615384615384615,31.109207708779444,0,0,0,0,0,7.67,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
14,108,347,8850,353,0,1,0,30,0,7.3,13,1117,1,0.199,0.89,0.0,1,54,24.785714285714285,7.714285714285714,25.504322766570606,0,0,0,0,0,7.56,0,1,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,0
30,20,768,18657,449,0,1,0,11,0,4.0,26,335,0,0.021,0.34,0.38,3,46,25.6,0.6666666666666666,24.29296875,0,0,0,0,0,13.8,1,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,0
20,51,681,19855,369,0,1,0,41,0,4.2,7,1090,1,0.217,0.16,0.67,1,43,34.05,2.55,29.155653450807637,0,0,1,0,1,8.6,0,0,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,0
12,45,490,13532,216,0,1,0,32,0,4.3,0,192,0,0.245,0.52,0.32,2,60,40.833333333333336,3.75,27.616326530612245,0,0,1,0,0,7.2,1,0,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,0
22,115,893,19549,488,0,1,1,7,0,3.6,7,1511,1,0.216,0.56,0.39,2,63,40.59090909090909,5.2272727272727275,21.89137737961926,0,0,0,0,0,13.86,2,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
25,92,869,19574,491,0,1,0,29,0,2.4,6,835,1,0.106,0.05,0.65,2,82,34.76,3.68,22.524741081703105,0,0,0,1,1,20.5,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
25,36,776,16570,388,0,1,0,21,0,1.3,7,1563,1,0.296,0.56,0.35,1,82,31.04,1.44,21.353092783505154,0,0,0,1,0,20.5,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
21,87,862,22933,414,0,1,0,18,0,7.3,12,232,0,0.037,0.65,0.11,0,55,41.04761904761905,4.142857142857143,26.604408352668212,0,0,0,0,0,11.55,0,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,0
5,191,193,5245,334,0,1,0,12,0,6.3,13,255,1,0.191,0.53,0.37,2,79,38.6,38.2,27.17616580310881,0,0,0,1,0,3.95,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0
29,63,739,17140,506,0,1,0,19,0,7.4,38,2223,1,0.16,0.62,0.0,2,64,25.482758620689655,2.1724137931034484,23.193504736129906,0,0,0,0,0,18.56,0,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
17,89,444,14165,381,0,1,0,40,0,5.6,26,340,0,0.23,0.57,0.02,1,77,26.11764705882353,5.235294117647059,31.903153153153152,0,0,1,1,0,13.09,0,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,0
17,56,657,15094,314,0,1,0,22,0,5.4,0,479,1,0.258,0.23,0.59,0,64,38.64705882352941,3.2941176470588234,22.974124809741248,0,0,0,0,1,10.88,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0
7,170,283,7136,355,0,1,0,21,0,3.3,35,471,1,0.218,0.59,0.17,1,55,40.42857142857143,24.285714285714285,25.215547703180214,0,0,0,0,0,3.85,1,2,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,0
18,149,517,14917,437,0,1,0,36,1,7.0,0,807,1,0.099,0.23,0.74,0,62,28.72222222222222,8.277777777777779,28.852998065764023,0,0,1,0,1,11.16,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,0
32,20,919,25871,493,0,1,0,46,0,4.0,40,129,1,0.059,0.2,0.78,1,45,28.71875,0.625,28.1512513601741,0,1,1,0,1,14.4,2,2,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,0
20,103,933,21622,483,0,1,0,41,1,2.7,26,295,0,0.107,0.75,0.01,0,46,46.65,5.15,23.174705251875668,0,0,1,0,0,9.2,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0
4,210,104,2286,406,0,1,0,39,0,5.3,6,861,1,0.095,0.75,0.05,1,79,26.0,52.5,21.98076923076923,0,0,1,1,0,3.16,2,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
12,195,555,20205,464,0,1,0,44,0,3.8,41,1762,1,0.091,0.38,0.55,1,52,46.25,16.25,36.4054054054054,0,0,1,0,1,6.24,1,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
20,172,376,11006,510,0,1,0,20,0,4.2,3,1083,0,0.238,0.73,0.0,0,51,18.8,8.6,29.27127659574468,0,0,0,0,0,10.2,1,0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,0
16,197,479,9203,500,0,1,0,11,0,4.0,5,218,0,0.109,0.64,0.0,2,46,29.9375,12.3125,19.21294363256785,0,0,0,0,0,7.36,2,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
6,194,298,7225,350,0,1,0,29,0,3.0,8,318,1,0.188,0.7,0.15,0,69,49.666666666666664,32.333333333333336,24.24496644295302,0,0,0,0,0,4.14,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
17,64,382,11455,342,0,1,0,71,1,5.6,14,932,1,0.103,0.59,0.21,2,60,22.470588235294116,3.764705882352941,29.986910994764397,0,0,1,0,0,10.2,1,1,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,1
24,71,912,26312,447,0,1,1,45,0,6.4,20,1322,1,0.106,0.61,0.25,1,77,38.0,2.9583333333333335,28.850877192982455,0,0,1,1,0,18.48,1,1,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,1
11,217,179,4588,426,0,1,0,23,0,3.7,4,559,1,0.13,0.69,0.1,0,49,16.272727272727273,19.727272727272727,25.631284916201118,0,0,0,0,0,5.39,2,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
15,114,409,7977,337,0,1,0,13,0,3.5,11,342,1,0.276,0.66,0.11,1,42,27.266666666666666,7.6,19.503667481662593,0,0,0,0,0,6.3,1,1,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,0
11,143,292,8823,314,0,1,0,25,0,4.8,0,1981,1,0.165,0.14,0.72,1,70,26.545454545454547,13.0,30.215753424657535,0,0,0,0,1,7.7,0,0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,0
18,85,768,18406,379,0,1,0,48,1,5.4,29,468,1,0.253,0.33,0.12,1,40,42.666666666666664,4.722222222222222,23.966145833333332,0,0,1,0,0,7.2,1,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0
13,94,330,9581,296,0,1,0,29,0,6.5,0,272,0,0.105,0.1,0.67,0,50,25.384615384615383,7.230769230769231,29.033333333333335,0,0,0,0,1,6.5,1,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
26,132,887,22344,547,0,1,0,16,0,7.7,22,1919,1,0.174,0.64,0.03,1,62,34.11538461538461,5.076923076923077,25.19052987598647,0,1,0,0,0,16.12,1,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
29,92,1090,24682,540,0,1,0,15,0,2.3,38,822,1,0.11,0.1,0.9,1,79,37.58620689655172,3.1724137931034484,22.644036697247707,0,1,0,1,1,22.91,0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
37,78,1048,25553,635,0,1,0,28,0,6.5,7,696,1,0.245,0.41,0.54,0,75,28.324324324324323,2.108108108108108,24.38263358778626,0,1,0,1,1,27.75,0,0,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,0
10,146,303,7566,327,0,1,1,37,1,8.3,4,1360,0,0.363,0.55,0.44,1,40,30.3,14.6,24.97029702970297,0,0,1,0,0,4.0,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
18,151,813,16664,455,0,1,0,8,0,4.6,0,384,1,0.293,0.66,0.09,1,37,45.166666666666664,8.38888888888889,20.496924969249694,0,0,0,0,0,6.66,2,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
27,105,1149,35138,547,0,1,0,38,1,9.8,3,610,1,0.18,0.81,0.02,3,82,42.55555555555556,3.888888888888889,30.58137510879025,0,1,1,1,0,22.14,1,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1
37,101,1379,36801,642,0,1,0,49,0,2.8,27,1169,1,0.331,0.58,0.39,1,50,37.270270270270274,2.72972972972973,26.68672951414068,0,1,1,0,0,18.5,1,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1
21,144,591,18274,440,0,1,0,29,1,5.7,5,252,1,0.141,0.6,0.27,0,71,28.142857142857142,6.857142857142857,30.920473773265652,0,0,0,1,0,14.91,0,0,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,0
25,139,801,24835,572,0,1,0,14,0,5.5,23,954,1,0.124,0.43,0.41,1,59,32.04,5.56,31.004993757802747,0,0,0,0,0,14.75,1,1,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
27,126,1061,25547,578,0,1,1,15,0,2.2,14,290,1,0.213,0.67,0.08,4,74,39.2962962962963,4.666666666666667,24.07822808671065,0,1,0,1,0,19.98,1,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
20,104,833,18877,436,0,1,0,16,0,5.9,5,1791,1,0.054,0.5,0.26,1,60,41.65,5.2,22.661464585834334,0,0,0,0,0,12.0,2,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0
25,61,843,20522,474,0,1,0,80,0,6.2,49,137,1,0.165,0.48,0.28,0,79,33.72,2.44,24.344009489916964,0,0,1,1,0,19.75,0,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
33,148,1052,23295,677,0,1,0,14,0,1.3,27,1195,1,0.2,0.27,0.57,1,65,31.87878787878788,4.484848484848484,22.143536121673005,0,1,0,0,1,21.45,0,1,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0
30,110,1032,27401,553,0,1,0,47,0,2.5,27,708,1,0.133,0.52,0.37,1,74,34.4,3.6666666666666665,26.551356589147286,0,1,1,1,0,22.2,0,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,1
28,105,988,23728,522,0,1,0,34,0,3.6,4,2085,1,0.108,0.82,0.13,0,100,35.285714285714285,3.75,24.016194331983804,0,1,1,1,0,28.0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,0
21,227,475,12889,612,0,1,0,28,0,7.2,24,909,1,0.298,0.83,0.02,1,69,22.61904761904762,10.80952380952381,27.134736842105262,0,0,0,0,0,14.49,0,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1
32,54,1315,31887,571,0,1,0,39,0,5.7,16,577,1,0.195,0.49,0.38,2,82,41.09375,1.6875,24.24866920152091,0,1,1,1,0,26.24,1,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,1
27,100,849,24352,526,0,1,1,13,0,3.8,13,962,1,0.128,0.75,0.0,1,89,31.444444444444443,3.7037037037037037,28.683156654888105,0,1,0,1,0,24.03,2,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
14,225,438,16239,542,0,1,0,66,0,8.3,15,642,1,0.16,0.71,0.0,0,52,31.285714285714285,16.071428571428573,37.07534246575342,0,0,1,0,0,7.28,0,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1
26,137,831,24496,629,0,1,1,18,0,6.5,17,997,1,0.037,0.43,0.35,2,54,31.96153846153846,5.269230769230769,29.477737665463298,0,1,0,0,0,14.04,2,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
26,63,1147,26892,463,0,1,0,37,0,2.5,6,440,0,0.311,0.46,0.33,0,73,44.11538461538461,2.423076923076923,23.445510026155187,0,1,1,1,0,18.98,2,0,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,1
22,50,712,15939,356,0,1,0,15,0,5.5,0,314,1,0.124,0.22,0.69,1,77,32.36363636363637,2.272727272727273,22.38623595505618,0,0,0,1,1,16.94,0,0,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,0
24,96,904,25613,481,0,1,1,14,0,4.1,3,563,1,0.133,0.42,0.56,3,78,37.666666666666664,4.0,28.332964601769913,0,0,0,1,1,18.72,2,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
27,133,967,22047,597,0,1,0,14,0,5.8,15,1879,1,0.315,0.41,0.47,2,86,35.81481481481482,4.925925925925926,22.799379524301965,0,1,0,1,0,23.22,1,1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,0
21,123,624,18596,433,0,1,0,66,1,9.1,22,1123,1,0.253,0.91,0.0,2,70,29.714285714285715,5.857142857142857,29.80128205128205,0,0,1,0,0,14.7,2,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
31,128,1501,42919,647,0,1,0,31,0,7.2,23,547,1,0.099,0.67,0.18,0,62,48.41935483870968,4.129032258064516,28.59360426382412,0,1,1,0,0,19.22,0,1,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1
13,94,436,8283,332,0,1,0,27,0,6.7,13,84,0,0.195,0.32,0.65,1,71,33.53846153846154,7.230769230769231,18.99770642201835,1,0,0,1,1,9.23,1,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,0
23,71,658,16241,418,0,1,0,59,0,4.7,27,772,1,0.033,0.13,0.61,1,80,28.608695652173914,3.0869565217391304,24.682370820668694,0,0,1,1,1,18.4,0,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1
28,85,1036,18904,489,1,0,0,46,0,4.6,36,213,0,0.35,0.9,0.0,1,84,37.0,3.0357142857142856,18.247104247104247,0,1,1,1,0,23.52,1,2,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,1
26,133,938,26690,543,1,0,0,28,0,8.8,31,1174,1,0.104,0.92,0.06,0,57,36.07692307692308,5.115384615384615,28.454157782515992,0,1,0,0,0,14.82,1,2,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0
28,95,1135,31160,525,1,0,0,31,0,7.4,52,1497,1,0.065,0.5,0.24,1,78,40.535714285714285,3.392857142857143,27.45374449339207,0,1,1,1,0,21.84,1,2,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
24,105,1091,25716,484,1,0,0,68,1,5.3,23,588,1,0.213,0.72,0.16,0,88,45.458333333333336,4.375,23.57103574702108,0,0,1,1,0,21.12,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,1
14,53,572,13743,253,1,0,0,26,0,4.7,0,358,1,0.01,0.37,0.57,0,35,40.857142857142854,3.7857142857142856,24.026223776223777,0,0,0,0,1,4.9,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,0
17,202,608,17548,495,1,0,0,47,0,5.0,8,1020,1,0.235,0.11,0.73,0,89,35.76470588235294,11.882352941176471,28.861842105263158,0,0,1,1,1,15.13,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0
24,48,681,17336,412,1,0,0,43,0,3.5,20,1694,1,0.403,0.29,0.34,0,55,28.375,2.0,25.45668135095448,0,0,1,0,0,13.2,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
7,221,40,926,373,1,0,0,33,0,4.0,16,453,1,0.01,0.49,0.3,2,53,5.714285714285714,31.571428571428573,23.15,0,0,1,0,0,3.71,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
13,192,534,11596,461,1,0,0,24,0,8.2,7,1119,1,0.083,0.71,0.22,0,59,41.07692307692308,14.76923076923077,21.715355805243444,0,0,0,0,0,7.67,1,0,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,0
16,126,413,7822,389,1,0,0,48,1,6.4,27,3017,1,0.133,0.31,0.52,3,62,25.8125,7.875,18.93946731234867,0,0,1,0,1,9.92,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,1
12,166,476,9721,412,1,0,0,53,0,5.4,36,492,0,0.282,0.64,0.23,0,63,39.666666666666664,13.833333333333334,20.422268907563026,0,0,1,0,0,7.56,0,2,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1
27,85,1449,26751,502,1,0,0,49,0,3.3,35,1042,1,0.225,0.35,0.44,0,82,53.666666666666664,3.1481481481481484,18.461697722567287,0,1,1,1,0,22.14,1,2,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
19,183,663,16849,556,1,0,0,39,1,5.2,0,1069,1,0.197,0.59,0.06,3,76,34.89473684210526,9.631578947368421,25.413273001508294,0,0,1,1,0,14.44,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1
28,20,1349,24646,420,1,0,0,34,0,5.7,6,686,0,0.102,0.94,0.0,1,60,48.17857142857143,0.7142857142857143,18.269829503335803,0,1,1,0,0,16.8,1,0,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,0
26,81,932,23184,445,1,0,0,11,0,1.7,10,103,1,0.261,0.58,0.21,0,62,35.84615384615385,3.1153846153846154,24.875536480686694,0,1,0,0,0,16.12,0,0,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,1
16,195,459,11665,526,1,0,0,30,0,5.9,0,370,1,0.24,0.52,0.03,0,44,28.6875,12.1875,25.413943355119827,0,0,0,0,0,7.04,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0
13,130,506,12853,421,1,0,0,58,1,6.6,21,112,1,0.074,0.39,0.47,0,38,38.92307692307692,10.0,25.40118577075099,0,0,1,0,0,4.94,0,1,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,0
21,111,561,16730,419,1,0,0,68,0,5.5,10,289,0,0.099,0.44,0.17,4,63,26.714285714285715,5.285714285714286,29.82174688057041,0,0,1,0,0,13.23,1,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,0
36,82,1624,42582,592,1,0,0,43,1,5.2,28,762,0,0.173,0.42,0.47,0,69,45.111111111111114,2.2777777777777777,26.220443349753694,0,1,1,0,0,24.84,2,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0
24,117,1228,33055,547,1,0,0,22,0,6.0,7,843,1,0.277,0.47,0.31,2,97,51.166666666666664,4.875,26.917752442996743,0,0,0,1,0,23.28,1,0,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,0
19,130,677,21662,481,1,0,0,32,0,2.8,29,737,1,0.079,0.36,0.14,0,41,35.63157894736842,6.842105263157895,31.997045790251107,0,0,1,0,0,7.79,1,1,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,0
26,72,702,20347,433,1,0,0,39,1,8.3,21,3139,1,0.185,0.55,0.31,1,65,27.0,2.769230769230769,28.984330484330485,0,0,1,0,0,16.9,0,1,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,0
30,130,1657,49083,550,1,0,1,32,0,3.3,29,1982,1,0.062,0.61,0.2,2,43,55.233333333333334,4.333333333333333,29.621605310802657,0,1,1,0,0,12.9,2,1,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,0
